,article_link,headline,posted_at,is_sarcastic
83,https://www.newyorker.com/news/news-desk/when-pete-hamill-was-the-editor-of-the-new-york-daily-news,When Pete Hamill Was the Editor of the New York Daily News,06/08/2020,1
84,https://www.newyorker.com/culture/persons-of-interest/nneka-ogwumike-and-the-wnbas-big-complicated-moment,"Nneka Ogwumike and the W.N.B.A.’s Big, Complicated Moment",03/08/2020,1
85,https://www.newyorker.com/news/news-desk/the-uncertainties-facing-new-york-citys-young-essential-workers,The Uncertainties Facing New York City’s Young Essential Workers,03/08/2020,1
86,https://www.newyorker.com/sports/sporting-scene/baseballs-bumpy-return-and-the-gap-between-hope-and-hubris,Baseball’s Bumpy Return and the Gap Between Hope and Hubris,01/08/2020,1
87,https://www.newyorker.com/news/news-desk/equipo-trump-the-presidents-erratic-attempt-to-win-over-latino-voters,“Equipo Trump”: The President’s Brazen Attempt to Win Over Latino Voters,31/07/2020,1
88,https://www.newyorker.com/news/news-desk/the-pandemic-has-intensified-systemic-economic-racism-against-black-americans,The Coronavirus Pandemic Has Intensified Systemic Economic Racism Against Black Americans,30/07/2020,1
89,https://www.newyorker.com/news/news-desk/after-beating-back-the-coronavirus-jamaica-prioritizes-tourism-over-public-health,"After Beating Back the Coronavirus, Jamaica Prioritizes Tourism Over Public Health",23/07/2020,1
90,https://www.newyorker.com/sports/sporting-scene/why-michael-bennett-is-retiring-from-the-nfl,Why Michael Bennett Is Retiring from the N.F.L.,21/07/2020,1
91,https://www.newyorker.com/news/news-desk/the-stranded-babies-of-the-coronavirus-disaster,The Stranded Babies of the Coronavirus Disaster,20/07/2020,1
92,https://www.newyorker.com/news/news-desk/is-the-saudi-government-plotting-against-another-us-based-critic,Is the Saudi Government Plotting Against Another U.S.-Based Critic?,16/07/2020,1
93,https://www.newyorker.com/news/news-desk/the-promising-results-of-a-citywide-basic-income-experiment,The Promising Results of a Citywide Basic-Income Experiment,15/07/2020,1
94,https://www.newyorker.com/news/news-desk/how-texas-republicans-politicized-the-coronavirus-pandemic,How Texas Republicans Politicized the Coronavirus Pandemic,14/07/2020,1
95,https://www.newyorker.com/news/news-desk/how-jair-bolsonaro-and-the-coronavirus-put-brazils-systemic-racism-on-display,How Jair Bolsonaro and the Coronavirus Put Brazil’s Systemic Racism on Display,08/07/2020,1
96,https://www.newyorker.com/news/news-desk/populists-inflame-the-coronavirus-outbreak-across-latin-america,Populists Inflame the Coronavirus Outbreak Across Latin America,02/07/2020,1
97,https://www.newyorker.com/news/news-desk/the-confederate-flag-finally-falls-in-mississippi,The Confederate Flag Finally Falls in Mississippi,01/07/2020,1
98,https://www.newyorker.com/news/news-desk/how-the-police-could-be-defunded,How to Defund the Police,26/06/2020,1
99,https://www.newyorker.com/sports/sporting-scene/can-the-nba-exist-in-a-bubble,Can the N.B.A. Exist in a Bubble?,24/06/2020,1
100,https://www.newyorker.com/news/news-desk/can-domestic-abusers-keep-themselves-accountable-when-no-one-is-watching,Can Domestic Abusers Keep Themselves Accountable When No One Is Watching?,23/06/2020,1
101,https://www.newyorker.com/news/daily-comment/after-juneteenth,After George Floyd and Juneteenth,20/06/2020,1
102,https://www.newyorker.com/news/news-desk/how-police-union-power-helped-increase-abuses,How Police Unions Enable and Conceal Abuses of Power,18/06/2020,1
103,https://www.newyorker.com/news/news-desk/ivanka-trump-and-charles-koch-fuel-a-cancel-culture-clash-at-wichita-state,Ivanka Trump and Charles Koch Fuel a Cancel-Culture Clash at Wichita State,11/06/2020,1
104,https://www.newyorker.com/news/news-desk/minnesotas-decades-long-failure-to-confront-police-abuse,Minnesota’s Decades-Long Failure to Confront Police Abuse,10/06/2020,1
105,https://www.newyorker.com/news/news-desk/georgia-betrays-its-voters-again,Georgia Betrays Its Voters Again,09/06/2020,1
106,https://www.newyorker.com/news/news-desk/the-secret-project-that-led-to-black-lives-matter-murals-coast-to-coast,The Secret Project That Led to Black Lives Matter Murals Coast to Coast,09/06/2020,1
107,https://www.newyorker.com/sports/sporting-scene/the-nfls-change-of-tone-and-the-limits-of-merely-listening,"The N.F.L.’s Change of Tone, and the Limits of Merely Listening",08/06/2020,1
108,https://www.newyorker.com/news/news-desk/hunger-infection-and-repression-venezuelas-coronavirus-calamity,"Hunger, Infection, and Repression: Venezuela’s Coronavirus Calamity",29/05/2020,1
109,https://www.newyorker.com/news/news-desk/the-fragile-existence-of-sex-workers-during-the-pandemic,The Fragile Existence of Sex Workers During the Pandemic,21/05/2020,1
110,https://www.newyorker.com/news/news-desk/a-new-way-to-listen-to-the-new-yorker,A New Way to Listen to The New Yorker,20/05/2020,1
111,https://www.newyorker.com/news/news-desk/what-african-nations-are-teaching-the-west-about-fighting-the-coronavirus,What African Nations Are Teaching the West About Fighting the Coronavirus,15/05/2020,1
112,https://www.newyorker.com/news/news-desk/how-much-coronavirus-testing-does-the-united-states-need-to-reopen,How Much Testing Does the U.S. Need to Reopen?,14/05/2020,1
113,https://www.newyorker.com/sports/sporting-scene/the-joys-of-korean-baseball-and-the-risks-of-bringing-back-sports,The Joys of Korean Baseball and the Risks of Bringing Back Sports,12/05/2020,1
114,https://www.newyorker.com/sports/sporting-scene/cage-fighting-during-a-pandemic-is-this-the-future-of-sports,Cage-Fighting During a Pandemic: Is This the Future of Sports?,11/05/2020,1
115,https://www.newyorker.com/sports/sporting-scene/the-us-soccer-team-is-still-fighting-for-equal-treatment,The U.S. Soccer Team Is Still Fighting for Equal Treatment,04/05/2020,1
116,https://www.newyorker.com/news/news-desk/the-new-yorkers-ben-taub-and-barry-blitt-win-pulitzer-prizes,The New Yorker’s Ben Taub and Barry Blitt Win Pulitzer Prizes,04/05/2020,1
117,https://www.newyorker.com/sports/sporting-scene/a-surprisingly-poignant-nfl-draft-live-from-various-basements,"A Surprisingly Poignant N.F.L. Draft, Live from Various Basements",24/04/2020,1
118,https://www.newyorker.com/news/news-desk/chicago-plans-for-a-slow-recovery-from-the-coronavirus,Chicago Plans for a Slow Recovery from the Coronavirus,22/04/2020,1
119,https://www.newyorker.com/news/news-desk/why-psychiatric-wards-are-uniquely-vulnerable-to-the-coronavirus,Why Psychiatric Wards Are Uniquely Vulnerable to the Coronavirus,21/04/2020,1
120,https://www.newyorker.com/news/news-desk/some-days-i-feel-like-im-melting-how-single-mothers-in-new-york-city-are-coping-with-quarantine,“Some Days I Feel Like I’m Melting”: How Single Mothers in New York City Are Coping with Quarantine,21/04/2020,1
121,https://www.newyorker.com/sports/sporting-scene/the-last-dance-shows-a-michael-jordan-you-may-know-and-a-scottie-pippen-you-probably-dont,“The Last Dance” Shows a Michael Jordan You May Know and a Scottie Pippen You Probably Don’t,20/04/2020,1
122,https://www.newyorker.com/sports/sporting-scene/what-it-means-to-miss-marathon-day-in-boston,What It Means to Miss Marathon Day in Boston,18/04/2020,1
123,https://www.newyorker.com/news/news-desk/studying-fascist-propaganda-by-day-watching-trumps-coronavirus-updates-by-night,"Studying Fascist Propaganda by Day, Watching Trump’s Coronavirus Updates by Night",17/04/2020,1
124,https://www.newyorker.com/news/news-desk/from-the-streets-to-the-nursing-homes-how-spains-coronavirus-infection-rate-became-one-of-the-worlds-highest,How Spain’s Coronavirus-Infection Rate Became One of the World’s Highest,16/04/2020,1
125,https://www.newyorker.com/sports/sporting-scene/turning-a-tennis-stadium-into-a-hospital-and-thinking-about-what-sports-can-do-now,"Turning a Tennis Stadium Into a Hospital, and Thinking About What Sports Can Do Now",16/04/2020,1
126,https://www.newyorker.com/news/news-desk/the-federalist-as-medical-journal-in-the-time-of-the-coronavirus,The Federalist as “Medical Journal” in the Time of the Coronavirus,12/04/2020,1
127,https://www.newyorker.com/news/news-desk/the-purgatory-of-parole-incarcerations-during-the-coronavirus-crisis,The Purgatory of Parole Incarcerations During the Coronavirus Crisis,11/04/2020,1
128,https://www.newyorker.com/news/news-desk/preparing-prisons-for-passover-in-a-plague-year,Preparing Prisons for Passover in a Plague Year,08/04/2020,1
129,https://www.newyorker.com/science/medical-dispatch/a-disembodied-voice-the-loneliness-and-solidarity-of-treating-the-coronavirus-in-new-york,“A Disembodied Voice”: The Loneliness and Solidarity of Treating the Coronavirus in New York,08/04/2020,1
130,https://www.newyorker.com/news/news-desk/the-coronavirus-and-inequality-meet-in-detroit,Inequality Intensifies the Coronavirus Crisis in Detroit,07/04/2020,1
131,https://www.newyorker.com/news/news-desk/how-mississippis-governor-undermined-efforts-to-contain-the-coronavirus,How Mississippi’s Governor Undermined Efforts to Contain the Coronavirus,07/04/2020,1
132,https://www.newyorker.com/sports/sporting-scene/watching-espn-during-the-coronavirus-lockdown,Watching ESPN During the Coronavirus Lockdown,04/04/2020,1
133,https://www.newyorker.com/news/news-desk/what-the-coronavirus-is-doing-to-rural-georgia,What the Coronavirus Is Doing to Rural Georgia,04/04/2020,1
134,https://www.newyorker.com/news/news-desk/why-an-idaho-ski-destination-has-one-of-the-highest-covid-19-rates-in-the-nation,Why an Idaho Ski Destination Has One of the Highest COVID-19 Infection Rates in the Nation,03/04/2020,1
135,https://www.newyorker.com/news/news-desk/the-doubled-fears-of-the-undocumented-during-the-coronavirus-shutdown,The Doubled Fears of the Undocumented During the Coronavirus Shutdown,31/03/2020,1
136,https://www.newyorker.com/news/news-desk/can-survivors-of-the-coronavirus-help-cure-the-disease-and-rescue-the-economy,Can Survivors of the Coronavirus Help Cure the Disease and Rescue the Economy?,30/03/2020,1
137,https://www.newyorker.com/news/news-desk/donald-trumps-dangerous-messaging-about-a-possible-coronavirus-treatment,Trump’s Dangerous Messaging About a Possible Coronavirus Treatment,27/03/2020,1
138,https://www.newyorker.com/sports/sporting-scene/the-chess-world-finally-pauses-for-the-coronavirus,The Chess World Finally Pauses for the Coronavirus,26/03/2020,1
139,https://www.newyorker.com/news/news-desk/how-doctors-live-with-the-risks-of-the-coronavirus,How Doctors Live with the Risks of the Coronavirus,25/03/2020,1
140,https://www.newyorker.com/news/news-desk/why-widespread-coronavirus-testing-isnt-coming-anytime-soon,Why Widespread Coronavirus Testing Isn’t Coming Anytime Soon,24/03/2020,1
141,https://www.newyorker.com/news/news-desk/it-spreads-like-wildfire-covid-19-comes-to-new-yorks-prisons,“It Spreads Like Wildfire”: The Coronavirus Comes to New York’s Prisons,24/03/2020,1
142,https://www.newyorker.com/sports/sporting-scene/covid-19-is-a-threat-to-the-2020-games-the-ioc-is-a-threat-to-the-olympic-project,COVID-19 Is a Threat to the 2020 Games. The I.O.C. Is a Threat to the Olympic Project,23/03/2020,1
143,https://www.newyorker.com/news/news-desk/keeping-the-coronavirus-from-infecting-health-care-workers,Keeping the Coronavirus from Infecting Health-Care Workers,21/03/2020,1
144,https://www.newyorker.com/news/news-desk/a-rikers-island-doctor-speaks-out-to-save-her-elderly-patients-from-the-coronavirus,A Rikers Island Doctor Speaks Out to Save Her Elderly Patients from the Coronavirus,19/03/2020,1
145,https://www.newyorker.com/news/news-desk/the-coming-coronavirus-critical-care-emergency,The Coming Coronavirus Critical-Care Emergency,18/03/2020,1
146,https://www.newyorker.com/sports/sporting-scene/when-tom-brady-said-goodbye-to-new-england,When Tom Brady Said Goodbye to New England,17/03/2020,1
147,https://www.newyorker.com/news/news-desk/the-diary-of-a-grand-princess-crew-member-as-covid-19-spread-on-the-ship,The Diary of a Grand Princess Crew Member as the Coronavirus Spread on the Ship,17/03/2020,1
148,https://www.newyorker.com/news/news-desk/what-went-wrong-with-coronavirus-testing-in-the-us,What Went Wrong with Coronavirus Testing in the U.S.,16/03/2020,1
149,https://www.newyorker.com/sports/sporting-scene/the-day-the-games-stopped-coronavirus,The Day the Games Stopped,12/03/2020,1
150,https://www.newyorker.com/news/news-desk/what-it-means-to-contain-and-mitigate-the-coronavirus,What It Means to Contain and Mitigate the Coronavirus,11/03/2020,1
151,https://www.newyorker.com/news/news-desk/how-long-will-it-take-to-develop-a-coronavirus-vaccine,How Long Will It Take to Develop a Coronavirus Vaccine?,08/03/2020,1
152,https://www.newyorker.com/sports/sporting-scene/watching-sports-in-a-season-of-the-coronavirus,Watching Sports in a Season of the Coronavirus,06/03/2020,1
153,https://www.newyorker.com/news/news-desk/how-south-korea-lost-control-of-its-coronavirus-outbreak,How South Korea Lost Control of Its Coronavirus Outbreak,04/03/2020,1
154,https://www.newyorker.com/news/news-desk/the-end-of-egyptian-cotton,The End of Egyptian Cotton,27/02/2020,1
155,https://www.newyorker.com/sports/sporting-scene/maria-sharapova-changed-tennis-with-her-ambition-on-and-off-the-court,"Maria Sharapova Changed Tennis with Her Ambition, on and off the Court",26/02/2020,1
156,https://www.newyorker.com/sports/sporting-scene/anger-love-and-the-evolving-legacy-of-kobe-bryant,"Anger, Love, and the Evolving Legacy of Kobe Bryant",25/02/2020,1
157,https://www.newyorker.com/news/news-desk/the-unhealed-wounds-of-a-mass-arrest-of-black-students-at-ole-miss-fifty-years-later,"The Unhealed Wounds of a Mass Arrest of Black Students at Ole Miss, Fifty Years Later",23/02/2020,1
158,https://www.newyorker.com/sports/sporting-scene/zion-williamson-is-more-than-a-walking-mixtape,Zion Williamson Is More Than a Walking Mixtape,21/02/2020,1
159,https://www.newyorker.com/sports/sporting-scene/how-the-deontay-wilder-tyson-fury-rematch-became-the-biggest-boxing-match-in-the-world,How Wilder-Fury II Became the Biggest Boxing Match in the World,20/02/2020,1
160,https://www.newyorker.com/sports/sporting-scene/the-meaning-of-kim-clijsterss-second-comeback,The Meaning of Kim Clijsters’s Second Comeback,18/02/2020,1
161,https://www.newyorker.com/news/our-columnists/seven-questions-for-mike-bloomberg,Seven Questions for Michael Bloomberg,15/02/2020,1
