,article_link,headline,posted_at,is_sarcastic
31,https://www.thepoke.co.uk/2021/05/07/unelected-laurence-fox-claimed-to-be-a-better-politician-than-jess-phillips/,Unelected Laurence Fox claimed to be a better politician than Jess Phillips – 5 favourite takedowns,07/05/2021,1
32,https://www.thepoke.co.uk/2021/05/07/uk-went-to-the-polls-funny-reactions/,The UK went to the polls – these 14+ reactions get our vote,07/05/2021,1
33,https://www.thepoke.co.uk/2021/05/06/a-dress-up-soldier-fired-a-musket-at-french-boats-jersey-13-responses/,A dress-up soldier fired a musket at French boats off Jersey – 13 totally on-target responses,06/05/2021,1
34,https://www.thepoke.co.uk/2021/05/06/uk-sends-navy-to-monitor-fishing-dispute-between-france-and-jersey/,The UK has sent the Navy to monitor a fishing dispute between France and Jersey – 17 shots across the bow,06/05/2021,1
35,https://www.thepoke.co.uk/2021/05/04/nadine-dorries-claims-tories-created-more-jobs-in-hartlepool-than-people/,Nadine Dorries claims the Tories created twice as many jobs in Hartlepool as there are people,04/05/2021,1
36,https://www.thepoke.co.uk/2021/04/30/stinging-reactions-to-plea-on-behalf-of-wasps/,Simply 8 stinging reactions to this plea on behalf of wasps,30/04/2021,1
37,https://www.thepoke.co.uk/2021/04/29/john-lewis-back-brutally-trolling-boris-johnson-gets-better/,John Lewis is trolling Boris Johnson again and it just gets better and better,29/04/2021,1
38,https://www.thepoke.co.uk/2021/04/29/decision-on-whether-boris-johnson-broke-code-will-be-made-by-himself/,The verdict on whether Boris Johnson broke the ministerial code will be decided by …Boris Johnson,29/04/2021,1
39,https://www.thepoke.co.uk/2021/04/26/dominic-cummings-accusation-against-the-pm-mail-headline/,Dominic Cummings’ shocking accusation against the PM made an unexpected Mail headline,26/04/2021,1
40,https://www.thepoke.co.uk/2021/04/22/tory-mp-pushing-for-flag-outside-every-school/,The only 6 takedowns you need of the Tory MP pushing for a flag outside every school,22/04/2021,1
41,https://www.thepoke.co.uk/2021/04/22/sacked-minister-johnny-mercer-says-government-are-liars/,Sacked minister Johnny Mercer shocks no-one with his ‘government are liars’ accusation,22/04/2021,1
42,https://www.thepoke.co.uk/2021/04/21/things-lasted-longer-than-european-super-league/,Simply 16 things that lasted longer than the European Super League,21/04/2021,1
43,https://www.thepoke.co.uk/2021/04/21/boris-johnsons-2-6m-briefing-room-over-after-4-weeks/,Boris Johnson’s £2.6m briefing room is over after a month – 11 perfect takedowns,21/04/2021,1
44,https://www.thepoke.co.uk/2021/04/20/keir-starmer-thrown-out-of-bath-pub-by-covid-sceptic-landlord/,Keir Starmer was kicked out of a pub by its covid sceptic landlord – the best reactions,20/04/2021,1
45,https://www.thepoke.co.uk/2021/04/19/creation-of-european-super-league-gets-red-card-from-fans/,The creation of a European Super League got the red card from football fans,19/04/2021,1
46,https://www.thepoke.co.uk/2021/04/19/aldi-social-media-caterpillar-cake-wars/,Aldi’s social media team wins the Caterpillar Cake Wars – and the internet,19/04/2021,1
47,https://www.thepoke.co.uk/2021/04/19/internet-pans-bbc-for-hugh-grants-bakery-story/,The internet panned the BBC for reporting on Hugh Grant’s bakery visit – 12+ favourite takedowns,19/04/2021,1
48,https://www.thepoke.co.uk/2021/04/16/ms-aldi-colin-caterpillar-vs-cuthbert/,M&S goes toe to toe to toe to toe with Aldi in the battle of the caterpillar cakes,16/04/2021,1
49,https://www.thepoke.co.uk/2021/04/15/daunte-wright-protestor-soup-trump-trolling-glorious/,This Daunte Wright protestor trolled Trump with his soup on CNN and it’s glorious,15/04/2021,1
50,https://www.thepoke.co.uk/2021/04/15/boris-johnson-wants-to-be-father-of-the-nation/,Boris Johnson wanting to be ‘father of the nation’ got the mother of all reactions,15/04/2021,1
51,https://www.thepoke.co.uk/2021/04/14/nypd-went-full-black-mirror-with-robot-dog/,NYPD went full Black Mirror with a robot dog and the reactions were exactly as you’d expect,14/04/2021,1
52,https://www.thepoke.co.uk/2021/04/12/national-rail-went-grey-in-memory-of-prince-philip-and-didnt-end-well/,National Rail went grey in memory of Prince Philip and it didn’t end well – 9 favourite responses,12/04/2021,1
53,https://www.thepoke.co.uk/2021/04/12/england-unlocks-funny-reactions/,England continues to unlock – 18+ funny takes on the new rules,12/04/2021,1
54,https://www.thepoke.co.uk/2021/04/12/nigel-farages-career-claims-crumbled-on-inspection/,Nigel Farage’s career claims crumbled on inspection – 7 favourite takedowns,12/04/2021,1
55,https://www.thepoke.co.uk/2021/04/09/radio-1-dance-prince-philip-peak-british/,Radio 1 Dance when Prince Philip’s death was announced is peak Britain,12/04/2021,1
56,https://www.thepoke.co.uk/2021/04/09/the-only-slightly-awkward-pause-in-this-sky-news-report-about-prince-philip-sent-it-viral/,The only slightly awkward pause in this Sky News report about Prince Philip sent it viral,09/04/2021,1
57,https://www.thepoke.co.uk/2021/04/09/prince-philip-has-died-aged-99-his-67-most-memorable-quotes/,Prince Philip has died aged 99. Here are 67 of his most memorable quotes,09/04/2021,1
58,https://www.thepoke.co.uk/2021/04/09/government-urges-young-people-to-do-their-bit-on-vaccines/,The government urging young people to ‘do their bit’ on vaccines went as well as you’d expect,09/04/2021,1
59,https://www.thepoke.co.uk/2021/04/08/gavin-williamson-crackdown-on-pupil-behaviour-takedowns/,Gavin Williamson wants a crackdown on pupil behaviour – 9 comprehensive takedowns,08/04/2021,1
60,https://www.thepoke.co.uk/2021/04/07/funniest-takes-changeable-british-weather/,The UK’s weirdly unpredictable weather was a hot topic – 12+ funniest takes,07/04/2021,1
61,https://www.thepoke.co.uk/2021/04/06/donald-trump-coke-boycott-lost-its-fizz-overnight/,Donald Trump’s Coke boycott lost its fizz overnight – 8 favourite reactions,06/04/2021,1
62,https://www.thepoke.co.uk/2021/04/01/13-of-the-best-pranks-april-fools-day-2021/,13 of the best pranks from April Fool’s Day 2021,01/04/2021,1
63,https://www.thepoke.co.uk/2021/03/31/laurence-fox-launched-his-election-campaign-with-bus/,Laurence Fox launched his election campaign with a big red bus – 11 spoilt ballots,31/03/2021,1
64,https://www.thepoke.co.uk/2021/03/30/ever-given-freed-from-suez-best-jokes/,"The Ever Given has been freed, and so have the jokes – 15 favourites",30/03/2021,1
65,https://www.thepoke.co.uk/2021/04/09/government-urges-young-people-to-do-their-bit-on-vaccines/,The government urging young people to ‘do their bit’ on vaccines went as well as you’d expect,09/04/2021,1
66,https://www.thepoke.co.uk/2021/04/08/gavin-williamson-crackdown-on-pupil-behaviour-takedowns/,Gavin Williamson wants a crackdown on pupil behaviour – 9 comprehensive takedowns,08/04/2021,1
67,https://www.thepoke.co.uk/2021/04/07/funniest-takes-changeable-british-weather/,The UK’s weirdly unpredictable weather was a hot topic – 12+ funniest takes,07/04/2021,1
68,https://www.thepoke.co.uk/2021/04/06/donald-trump-coke-boycott-lost-its-fizz-overnight/,Donald Trump’s Coke boycott lost its fizz overnight – 8 favourite reactions,06/04/2021,1
69,https://www.thepoke.co.uk/2021/04/01/13-of-the-best-pranks-april-fools-day-2021/,13 of the best pranks from April Fool’s Day 2021,01/04/2021,1
70,https://www.thepoke.co.uk/2021/03/31/laurence-fox-launched-his-election-campaign-with-bus/,Laurence Fox launched his election campaign with a big red bus – 11 spoilt ballots,31/03/2021,1
71,https://www.thepoke.co.uk/2021/03/30/ever-given-freed-from-suez-best-jokes/,"The Ever Given has been freed, and so have the jokes – 15 favourites",30/03/2021,1
72,https://www.thepoke.co.uk/2021/03/30/vaccine-will-be-bottled-at-barnard-castle-funny-reactions/,A new vaccine will be bottled at Barnard Castle and people can’t believe their eyes,30/03/2021,1
73,https://www.thepoke.co.uk/2021/03/30/sugar-content-of-creme-eggs-funny-reactions/,Someone tried to shock the internet with the sugar content of Creme Eggs – 17 sweet reactions,30/03/2021,1
74,https://www.thepoke.co.uk/2021/03/29/this-thread-about-prince-william-sexiest-bald-man-story-fascinating-insight-how-news-works/,This take on that ‘sexiest bald man’ Prince William story is a fascinating insight into how news works,29/03/2021,1
75,https://www.thepoke.co.uk/2021/03/29/piers-morgan-broke-his-silence-on-meghan-sceptical-responses/,Piers Morgan finally broke his ‘silence’ on Meghan – 9 understandably sceptical responses,29/03/2021,1
76,https://www.thepoke.co.uk/2021/03/29/donald-trump-gatecrashed-wedding-made-speech-about-himself/,Donald Trump gatecrashed a wedding at Mar-a-Lago and made a speech – about himself,29/03/2021,1
77,https://www.thepoke.co.uk/2021/03/26/tory-mp-plans-to-carry-bottle-milk-protest-against-lockdown/,A Tory MP wants people to carry bottles of milk in protest against lockdown – 11 full-fat takedowns,26/03/2021,1
78,https://www.thepoke.co.uk/2021/03/21/gillian-mckeith-praised-anti-lockdown-protests/,Gillian McKeith praised anti-lockdown protests and the jokes practically wrote themselves,21/03/2021,1
79,https://www.thepoke.co.uk/2021/03/19/a-trump-waxwork-had-to-be-removed-because-people-kept-punching-it-9-knockout-responses/,A Trump waxwork had to be removed because people kept punching it – 9 knockout responses,19/03/2021,1
80,https://www.thepoke.co.uk/2021/03/19/people-baffled-by-naga-munchettys-apology-for-liking-some-tweets/,A lot of people were baffled by Naga Munchetty’s apology for liking some tweets,19/03/2021,1
81,https://www.thepoke.co.uk/2021/03/18/a-cop-said-the-atlanta-shooting-suspect-was-having-a-bad-day-6-stunned-responses/,A police captain said the Atlanta shooting suspect was having a ‘bad day’ – 6 stunned responses,18/03/2021,1
82,https://www.thepoke.co.uk/2021/03/18/tommy-robinson-accused-of-misusing-donations-nobody-shocked/,Tommy Robinson is accused of misusing donations and we’re all deeply shocked,18/03/2021,1
83,https://www.thepoke.co.uk/2021/03/17/anti-demonstration-pro-statue-bill-passes/,"The government’s anti-demonstration, pro-statue bill passed its second reading – 11 peaceful protests",17/03/2021,1
84,https://www.thepoke.co.uk/2021/03/16/this-bbc-report-about-astra-zeneca-went-viral-because-its-such-brilliant-explainer/,This BBC report about AstraZeneca went viral because it’s such a brilliant explainer,16/03/2021,1
85,https://www.thepoke.co.uk/2021/03/16/basketball-commentator-blamed-low-blood-sugar-for-racist-outburst/,This basketball commentator blamed low blood sugar for his racist outburst and got totally owned,16/03/2021,1
86,https://www.thepoke.co.uk/2021/03/16/downing-streets-2-6-million-briefing-room-takedowns/,Downing Street’s £2.6 million briefing room got panned – 17 scathing takedowns,16/03/2021,1
87,https://www.thepoke.co.uk/2021/03/12/this-fox-news-guest-on-why-the-queen-isnt-racist-jaw-dropper/,This Fox News guest on why the Queen can’t be racist is a proper jaw-dropper,12/03/2021,1
88,https://www.thepoke.co.uk/2021/03/12/tory-mp-wants-uk-wind-turbines-to-use-british-wind/,9 crushing blows to the Tory MP who wants UK wind turbines to use British wind,12/03/2021,1
89,https://www.thepoke.co.uk/2021/03/11/two-women-presenting-gmb-riled-the-piers-morgan-fans/,Having two women presenting GMB really riled the Piers Morgan fans,11/03/2021,1
90,https://www.thepoke.co.uk/2021/03/10/good-morning-britain-said-good-riddance-morgan/,"Good Morning Britain said “Good riddance, Morgan” – 27 fitting farewells",10/03/2021,1
91,https://www.thepoke.co.uk/2021/03/16/basketball-commentator-blamed-low-blood-sugar-for-racist-outburst/,This basketball commentator blamed low blood sugar for his racist outburst and got totally owned,16/03/2021,1
92,https://www.thepoke.co.uk/2021/03/16/downing-streets-2-6-million-briefing-room-takedowns/,Downing Street’s £2.6 million briefing room got panned – 17 scathing takedowns,16/03/2021,1
93,https://www.thepoke.co.uk/2021/03/12/this-fox-news-guest-on-why-the-queen-isnt-racist-jaw-dropper/,This Fox News guest on why the Queen can’t be racist is a proper jaw-dropper,12/03/2021,1
94,https://www.thepoke.co.uk/2021/03/12/tory-mp-wants-uk-wind-turbines-to-use-british-wind/,9 crushing blows to the Tory MP who wants UK wind turbines to use British wind,12/03/2021,1
95,https://www.thepoke.co.uk/2021/03/11/two-women-presenting-gmb-riled-the-piers-morgan-fans/,Having two women presenting GMB really riled the Piers Morgan fans,11/03/2021,1
96,https://www.thepoke.co.uk/2021/03/10/good-morning-britain-said-good-riddance-morgan/,"Good Morning Britain said “Good riddance, Morgan” – 27 fitting farewells",10/03/2021,1
97,https://www.thepoke.co.uk/2021/03/09/society-of-editors-bigotry-denial-didnt-ring-true/,The Society of Editors’ bigotry denial didn’t ring true with everyone – 9 takedowns hot off the press’,09/03/2021,1
98,https://www.thepoke.co.uk/2021/03/09/front-page-on-harry-meghan-oprah-peak-daily-mail/,The Mail’s front page on Harry and Meghan’s Oprah interview was peak DM – 12 frank opinions,09/03/2021,1
99,https://www.thepoke.co.uk/2021/03/08/sarah-vine-meghan-markle-joyously-positive/,Sarah Vine shared these ‘joyously positively front pages’ about Meghan Markle and this is the perfect 3-part response,08/03/2021,1
100,https://www.thepoke.co.uk/2021/03/08/these-contrasting-headlines-about-meghan-markle-and-kate-middleton-have-just-gone-viral-after-sussexs-oprah-interview/,The Oprah interview sent these contrasting headlines about Meghan Markle and Kate Middleton viral all over again,08/03/2021,1
101,https://www.thepoke.co.uk/2021/03/08/oprah-winfreys-harry-and-meghan-interview-bombshell-reactions/,Oprah Winfrey’s Harry and Meghan interview was quite the bombshell – 22 initial reactions,08/03/2021,1
102,https://www.thepoke.co.uk/2021/03/08/nigel-farage-replacing-elected-politics-with-selling-personalised-videos/,Nigel Farage is quitting elected politics and selling personalised videos,08/03/2021,1
103,https://www.thepoke.co.uk/2021/03/07/laurence-fox-running-to-be-london-mayor/,Laurence Fox is running to be London Mayor – our 11 favourite lost votes,07/03/2021,1
104,https://www.thepoke.co.uk/2021/02/26/usual-suspects-waffling-on-over-gender-neutral-potato-head-toy/,The usual suspects are waffling on over a gender neutral Potato Head – 25 hilarious reactions,26/02/2021,1
105,https://www.thepoke.co.uk/2021/02/25/gavin-williamsons-school-opening-plans-as-comprehensive-as-youd-expect/,Gavin Williamson’s education plans are about as comprehensive as you’d expect – 9 scathing reports,25/02/2021,1
106,https://www.thepoke.co.uk/2021/02/24/boris-johnson-said-journalists-are-always-abusing-people/,Boris Johnson said that journalists are always abusing people – everyone’s irony meters exploded,24/02/2021,1
107,https://www.thepoke.co.uk/2021/02/23/simply-17-funny-things-people-said-about-going-out-drinking-on-21-june/,Simply 17 funny things people said about going out drinking on 21 June,23/02/2021,1
108,https://www.thepoke.co.uk/2021/02/23/pm-hopes-everything-will-open-on-june-21st-funny-reactions/,The PM hopes that everything will open on June 21st – but not as much as these 21 people,23/02/2021,1
109,https://www.thepoke.co.uk/2021/02/23/funny-reactions-to-news-of-daft-punks-break-up/,Our 12 favourite reactions to the news of Daft Punk’s break-up,23/02/2021,1
110,https://www.thepoke.co.uk/2021/02/23/potted-guide-to-boris-johnsons-roadmap/,A potted guide to Boris Johnson’s roadmap – with the best responses,23/02/2021,1
111,https://www.thepoke.co.uk/2021/02/22/boris-johnson-wants-roundabout-under-the-isle-of-man/,Boris Johnson wants a giant roundabout under the Isle of Man – 11 cutting responses,22/02/2021,1
112,https://www.thepoke.co.uk/2021/02/19/simply-19-funniest-tweets-ted-cruz-fleeing-texas-cancun/,Simply 19 of the funniest tweets about Ted Cruz fleeing Texas for Cancun,19/02/2021,1
113,https://www.thepoke.co.uk/2021/02/19/nasas-perserverance-rover-landed-on-mars-and-began-tweeting/,NASA’s Perserverance rover landed on Mars and began tweeting – 17 galactic responses,19/02/2021,1
114,https://www.thepoke.co.uk/2021/02/18/telegraph-column-woke-being-mean-to-conservatives-takedowns/,A Telegraph column about the ‘woke’ being mean to conservatives got the takedowns you’d expect,18/02/2021,1
115,https://www.thepoke.co.uk/2021/02/18/donald-trumps-atlantic-city-casino-has-been-demolished-and-did-people-make-jokes-you-bet/,Donald Trump’s Atlantic City casino has been demolished and did people make jokes? You bet,18/02/2021,1
116,https://www.thepoke.co.uk/2021/02/18/minister-for-fixing-brexit-unelected-bureaucrat-who-negotiated-it/,The new minister for fixing Brexit is an unelected bureaucrat who helped negotiate it,18/02/2021,1
117,https://www.thepoke.co.uk/2021/02/22/boris-johnson-wants-roundabout-under-the-isle-of-man/,Boris Johnson wants a giant roundabout under the Isle of Man – 11 cutting responses,22/02/2021,1
118,https://www.thepoke.co.uk/2021/02/19/simply-19-funniest-tweets-ted-cruz-fleeing-texas-cancun/,Simply 19 of the funniest tweets about Ted Cruz fleeing Texas for Cancun,19/02/2021,1
119,https://www.thepoke.co.uk/2021/02/19/nasas-perserverance-rover-landed-on-mars-and-began-tweeting/,NASA’s Perserverance rover landed on Mars and began tweeting – 17 galactic responses,19/02/2021,1
120,https://www.thepoke.co.uk/2021/02/18/telegraph-column-woke-being-mean-to-conservatives-takedowns/,A Telegraph column about the ‘woke’ being mean to conservatives got the takedowns you’d expect,18/02/2021,1
121,https://www.thepoke.co.uk/2021/02/18/donald-trumps-atlantic-city-casino-has-been-demolished-and-did-people-make-jokes-you-bet/,Donald Trump’s Atlantic City casino has been demolished and did people make jokes? You bet,18/02/2021,1
122,https://www.thepoke.co.uk/2021/02/18/minister-for-fixing-brexit-unelected-bureaucrat-who-negotiated-it/,The new minister for fixing Brexit is an unelected bureaucrat who helped negotiate it,18/02/2021,1
123,https://www.thepoke.co.uk/2021/02/17/hilarious-tale-vaccine-mix-up/,This hilarious tale of a most unfortunate vaccine mix-up is making everyone’s lockdown better,17/02/2021,1
124,https://www.thepoke.co.uk/2021/02/17/boris-johnson-oj-simpson-joke/,Boris Johnson made an OJ Simpson joke as he struggled to put on a pair of gloves – only 5 responses you need,18/02/2021,1
125,https://www.thepoke.co.uk/2021/02/16/boris-johnson-couldnt-pronounce-new-covid-drug/,The new Covid treatment is far more successful than the PM’s attempts to say it – 9 favourite reactions,16/02/2021,1
126,https://www.thepoke.co.uk/2021/02/14/headline-about-a-fire-misunderstanding-about-paul-newman/,This headline about a fire caused an awkward misunderstanding about Paul Newman – the 11 hottest takes,14/02/2021,1
127,https://www.thepoke.co.uk/2021/02/14/donald-trump-acquitted-for-second-time-with-republican-backing/,Donald Trump is acquitted for a second time with Republican backing – 15 damning verdicts,14/02/2021,1
128,https://www.thepoke.co.uk/2021/02/12/uk-quarantine-hotel-booking-system-crashed-instantly/,The UK’s quarantine hotel booking system crashed instantly – of course,12/02/2021,1
129,https://www.thepoke.co.uk/2021/02/11/jacob-rees-mogg-weetabix-baked-beans-nanny-homemade-marmalade/,"Jacob Rees-Mogg’s been talking Weetabix, baked beans and ‘nanny’s homemade marmalade’ – only 4 responses you need",11/02/2021,1
130,https://www.thepoke.co.uk/2021/02/07/amber-alert-for-chucky-the-doll-massive-facepalm/,This amber alert for Chucky the killer doll will have you facepalming into next week,07/02/2021,1
131,https://www.thepoke.co.uk/2021/02/05/donald-trumps-furious-letter-quitting-screen-actors-guild-unintentionally-hilarious/,Donald Trump’s furious letter quitting the Screen Actors Guild is unintentionally hilarious,05/02/2021,1
132,https://www.thepoke.co.uk/2021/02/04/dido-harding-nobody-predicted-covid-variants/,Dido Harding claims nobody could have predicted Covid variants – 14 predictably brutal responses,04/02/2021,1
133,https://www.thepoke.co.uk/2021/02/03/matt-hancock-vaccine-plan-inspired-by-contagion-film/,Matt Hancock says his vaccine plan was inspired by ‘Contagion’ – 12 sick burns,03/02/2021,1
134,https://www.thepoke.co.uk/2021/02/03/labour-urged-to-embrace-the-union-jack-to-restore-flagging-support/,Labour has been urged to embrace the Union Jack to restore flagging support – 11 favourite reactions,03/02/2021,1
135,https://www.thepoke.co.uk/2021/02/03/jeff-bezos-retiring-funny-reactions/,"If you liked the news about Jeff Bezos resigning, you might also like these 15 funny reactions",03/02/2021,1
136,https://www.thepoke.co.uk/2021/02/02/scientists-taught-spinach-send-emails-17-jokes/,Scientists have taught spinach to send emails – 17 jokes worth eating up,02/02/2021,1
137,https://www.thepoke.co.uk/2021/02/02/boris-johnson-optimistic-that-brits-will-be-able-to-go-on-holiday/,Boris Johnson is optimistic that Brits will be able to go on holiday – 9 sceptical responses,02/02/2021,1
138,https://www.thepoke.co.uk/2021/02/01/marcus-rashford-dignified-reaction-to-racist-internet-trolls/,Marcus Rashford had a very dignified reaction to racist internet trolls,01/02/2021,1
139,https://www.thepoke.co.uk/2021/01/31/uk-applies-to-join-the-asia-pacific-trading-bloc/,The UK has applied to join the Asia-Pacific trading bloc – 9 carefully mapped out concerns,31/01/2021,1
140,https://www.thepoke.co.uk/2021/01/29/boris-johnson-just-accidentally-described-brexit-and-hes-never-been-more-right/,Boris Johnson just accidentally described Brexit and he’s never been more right,29/01/2021,1
141,https://www.thepoke.co.uk/2021/01/29/boris-johnsons-visit-to-scotland-as-welcome-as-youd-think/,Boris Johnson’s lockdown jaunt to Scotland was as welcome as you’d think – 11 withering comments,29/01/2021,1
142,https://www.thepoke.co.uk/2021/01/28/funny-clapbacks-to-priti-patels-new-rules-about-travel/,Our 11 favourite funny clapbacks to Priti Patel’s new rules about travel,28/01/2021,1
143,https://www.thepoke.co.uk/2021/01/22/glastonbury-cancelled-again-funny-reactions/,Glastonbury is cancelled again and people have been slinging the mud – 11 favourites,22/01/2021,1
144,https://www.thepoke.co.uk/2021/01/21/biden-trump-press-briefings-comparison-viral/,This side-by-side comparison of Trump and Biden’s press rooms went viral because it speaks volumes,21/01/2021,1
145,https://www.thepoke.co.uk/2021/01/21/gavin-williamson-said-nobody-predicted-schools-would-close/,Gavin Williamson said nobody predicted schools would close – the only 5 responses you need,21/01/2021,1
146,https://www.thepoke.co.uk/2021/01/21/roger-daltreys-words-about-brexit-and-rock-music-didnt-age-well/,Roger Daltrey’s words about Brexit and rock music didn’t die before they got old,21/01/2021,1
147,https://www.thepoke.co.uk/2021/01/20/joe-biden-kamala-harris-17-tweets-capture-global-mood/,Joe Biden and Kamala Harris are sworn in – 17 tweets that capture the joyous global mood right now,20/01/2021,1
148,https://www.thepoke.co.uk/2021/01/20/hilarious-guesses-at-contents-of-trumps-note-to-joe-biden-nsfw/,Simply 14 hilarious guesses at the contents of Trump’s leaving note to Joe Biden (NSFW),20/01/2021,1
149,https://www.thepoke.co.uk/2021/01/20/trump-left-white-house-and-the-takedowns-were-savage/,Trump has left the White House and the takedowns were as savage as you’d expect – 27 favourites,20/01/2021,1
150,https://www.thepoke.co.uk/2021/01/20/greta-thunberg-just-had-a-savage-burn-for-donald-trump-as-he-left-the-white-house-for-the-last-time/,Greta Thunberg just had a savage burn for Donald Trump as he left the White House for the last time,20/01/2021,1
