province,district,ward,lat,long
Gia Lai,Đak Pơ,Tân An,13.9441295117884,108.603793590317
Gia Lai,Đak Pơ,TT. Đak Pơ,13.978048990703,108.554089075693
Gia Lai,Đak Pơ,Ya Hội,13.8662180425246,108.708544144878
Gia Lai,Đak Pơ,Yang Băc,13.915231624359,108.551897035895
Gia Lai,Đức Cơ,Ia Din,13.8469782673871,107.798247419763
Gia Lai,Đức Cơ,Ia Dơk,13.8734815822817,107.706884494466
Gia Lai,Đức Cơ,Ia Dom,13.8074794874101,107.534353852691
Gia Lai,Đức Cơ,Ia Kla,13.8282292157301,107.645939651784
Gia Lai,Đức Cơ,Ia Krêl,13.8400526581772,107.747292891603
Gia Lai,Đức Cơ,Ia Kriêng,13.7469596561897,107.721265463842
Gia Lai,Đức Cơ,Ia Lang,13.7752585168571,107.789270880435
Gia Lai,Đức Cơ,Ia Nan,13.7242801985356,107.578669537031
Gia Lai,Đức Cơ,Ia Pnôn,13.7096997063838,107.632327084897
Gia Lai,Đức Cơ,TT. Chư Ty,13.8000444122992,107.684306422381
Gia Lai,Ia Grai,Ia Bă,14.0373167082681,107.80892435636
Gia Lai,Ia Grai,Ia Chia,13.8855263807137,107.584891646553
Gia Lai,Ia Grai,Ia Dêr,13.9833767747274,107.941160984545
Gia Lai,Ia Grai,Ia Grăng,13.9953467936126,107.755709195673
Gia Lai,Ia Grai,Ia Hrung,14.0151288483348,107.884204993136
Gia Lai,Ia Grai,Ia Khai,14.0550582144764,107.669771322728
Gia Lai,Ia Grai,Ia Krăi,13.9698867676355,107.646159805615
Gia Lai,Ia Grai,Ia O,13.9503729286166,107.542629465088
Gia Lai,Ia Grai,Ia Pếch,13.9187188358498,107.866319765141
Gia Lai,Ia Grai,Ia Sao,14.0495438556127,107.939467855
Gia Lai,Ia Grai,Ia Tô,13.9279110666524,107.747612040959
Gia Lai,Ia Grai,Ia Yok,14.0765194357031,107.897595152605
Gia Lai,Ia Grai,TT. Ia Kha,13.9625392713042,107.849914402735
Gia Lai,Ia Pa,Chư Mố,13.5149609412284,108.55680750539
Gia Lai,Ia Pa,Chư Răng,13.5939338815226,108.433094360401
Gia Lai,Ia Pa,Ia Broăi,13.382680241865,108.498314104337
Gia Lai,Ia Pa,Ia Kdăm,13.5455521411813,108.509408245604
Gia Lai,Ia Pa,Ia Mrơn,13.4966073593905,108.441157769079
Gia Lai,Ia Pa,Ia Trok,13.445460113812,108.449201681156
Gia Lai,Ia Pa,Ia Tul,13.4903595201632,108.631000647943
Gia Lai,Ia Pa,Kim Tân,13.5610418833943,108.449849531359
Gia Lai,Ia Pa,Pờ Tó,13.6453875651093,108.379640115729
Gia Lai,KBang,Đăk HLơ,14.0713539216754,108.635988809662
Gia Lai,KBang,Đăk Rong,14.4758348227372,108.440222943301
Gia Lai,KBang,Đăk Smar,14.2069265265539,108.604888003728
Gia Lai,KBang,Đông,14.1202162443651,108.596327521966
Gia Lai,KBang,Kông Bla,14.0504399742977,108.611123020299
Gia Lai,KBang,Kông Lơng Khơng,14.0499015245402,108.569922529931
Gia Lai,KBang,Kon Pne,14.3650169398137,108.345403912687
Gia Lai,KBang,Krong,14.27484277597,108.433968245564
Gia Lai,KBang,Lơ Ku,14.1703981064974,108.501235734987
Gia Lai,KBang,Nghĩa An,14.1308455629686,108.656567152855
Gia Lai,KBang,Sơn Lang,14.4352143147821,108.572394816678
Gia Lai,KBang,Sơ Pai,14.2763212318935,108.583929428686
Gia Lai,KBang,Tơ Tung,14.0734831960189,108.51009440858
Gia Lai,KBang,TT. KBang,14.148478246438,108.599403548877
Gia Lai,Kông Chro,An Trung,13.879941715323,108.479544686988
Gia Lai,Kông Chro,Chơ Long,13.7342428910056,108.422799499523
Gia Lai,Kông Chro,Chư Krêy,13.8903076100198,108.40967032944
Gia Lai,Kông Chro,Đăk Kơ Ning,13.6727098267387,108.607461138718
Gia Lai,Kông Chro,Đăk PLing,13.6923459959747,108.798565260771
Gia Lai,Kông Chro,Đăk Pơ Pho,13.8080095385669,108.416392849084
Gia Lai,Kông Chro,Đăk Song,13.6429995713129,108.734636418647
Gia Lai,Kông Chro,Đăk Tơ Pang,13.8181824283195,108.610518847347
Gia Lai,Kông Chro,Kông Yang,13.8603740484436,108.551546677796
Gia Lai,Kông Chro,SRó,13.7374414617742,108.683980404988
Gia Lai,Kông Chro,TT. Kông Chro,13.7820096341391,108.5268335763
Gia Lai,Kông Chro,Ya ma,13.7653502839055,108.569406110073
Gia Lai,Kông Chro,Yang Nam,13.6781277388984,108.513291319812
Gia Lai,Kông Chro,Yang Trung,13.7920025878598,108.48857618179
Gia Lai,Krông Pa,Chư Drăng,13.1739836780119,108.566192206117
Gia Lai,Krông Pa,Chư Gu,13.2636700623835,108.660522518055
Gia Lai,Krông Pa,Chư Ngọc,13.1660425944309,108.773300193457
Gia Lai,Krông Pa,Chư Rcăm,13.356031104218,108.723056763189
Gia Lai,Krông Pa,Đất Bằng,13.2803324774483,108.821941731317
Gia Lai,Krông Pa,Ia Hdreh,13.078454476008,108.640415850407
Gia Lai,Krông Pa,Ia Mlah,13.2461651713092,108.75787000767
Gia Lai,Krông Pa,Ia RMok,13.1192355246347,108.601506713106
Gia Lai,Krông Pa,Ia Rsai,13.3951459271533,108.646454923562
Gia Lai,Krông Pa,Ia Rsươm,13.3001388396546,108.522967612981
Gia Lai,Krông Pa,Krông Năng,13.0435515952225,108.690965996608
Gia Lai,Krông Pa,Phú Cần,13.1872684595557,108.698391614605
Gia Lai,Krông Pa,TT. Phú Túc,13.2106843823758,108.690852998363
Gia Lai,Krông Pa,Uar,13.2276879278246,108.528783532503
Gia Lai,Mang Yang,Ayun,14.1456813867228,108.285397481439
Gia Lai,Mang Yang,Đăk Djrăng,14.0122920685663,108.238810294017
Gia Lai,Mang Yang,Đăk Jơ Ta,14.1418099213141,108.335006253226
Gia Lai,Mang Yang,Đăk Ta Ley,14.0239103039709,108.34002033573
Gia Lai,Mang Yang,Đăk Trôi,13.7385531408411,108.228141853363
Gia Lai,Mang Yang,Đăk Yă,14.0270159512609,108.289981326689
Gia Lai,Mang Yang,Đê Ar,13.8031886723215,108.210143589574
Gia Lai,Mang Yang,Hra,14.0727240709135,108.403098991387
Gia Lai,Mang Yang,Kon Chiêng,13.7639498419965,108.317567946778
Gia Lai,Mang Yang,Kon Thụp,13.8655358553667,108.272910251117
Gia Lai,Mang Yang,Lơ Pang,13.9316307840012,108.310689613774
Gia Lai,Mang Yang,TT. Kon Dơng,14.0444759656081,108.257105925756
Gia Lai,Phú Thiện,Ayun Hạ,13.5565709041172,108.251069144946
Gia Lai,Phú Thiện,Chrôh Pơnan,13.4415093808724,108.374011861225
Gia Lai,Phú Thiện,Chư A Thai,13.5962269311139,108.293233254702
Gia Lai,Phú Thiện,Ia Ake,13.5144749037392,108.267376282195
Gia Lai,Phú Thiện,Ia Hiao,13.4014886560044,108.326781837295
Gia Lai,Phú Thiện,Ia Peng,13.4604567755269,108.35900757716
Gia Lai,Phú Thiện,Ia Piar,13.4372395096706,108.288372421794
Gia Lai,Phú Thiện,Ia Sol,13.5166832955163,108.31316624598
Gia Lai,Phú Thiện,Ia Yeng,13.5065691250077,108.396817586498
Gia Lai,Phú Thiện,TT. Phú Thiện,13.5339940019066,108.323465613647
Gia Lai,Plei Ku,Biển Hồ,14.0344221602379,108.018168793234
Gia Lai,Plei Ku,Chư Hdrông,13.9130267587296,108.023811687283
Gia Lai,Plei Ku,Diên Phú,13.9408618099589,107.969667781648
Gia Lai,Plei Ku,Gào,13.8817013759142,107.922619941622
Gia Lai,Plei Ku,Ia Kênh,13.9060148304043,107.976803303343
Gia Lai,Plei Ku,P. Hội Phú,13.9519576319054,108.002193013663
Gia Lai,Plei Ku,P. Ia Kring,13.9624692391805,107.980395981839
Gia Lai,Plei Ku,P. Phù Đổng,13.9763810240356,108.021615167932
Gia Lai,Plei Ku,P. Thắng Lợi,13.9736737643468,108.044575494907
Gia Lai,Plei Ku,P. Thống Nhất,14.0036525351585,108.004271269385
Gia Lai,Plei Ku,P. Yên Đỗ,13.9858110682856,107.990742692677
Gia Lai,Plei Ku,Trà Đa,14.0078871885821,108.04394539953
Gia Lai,TX. An Khê,Cửu An,14.0252536219991,108.731324868389
Gia Lai,TX. An Khê,P. An Bình,13.9658486264825,108.646165648404
Gia Lai,TX. An Khê,P. An Phú,13.9556658823058,108.670782201426
Gia Lai,TX. An Khê,P. An Phước,14.0103108964537,108.694633753944
Gia Lai,TX. An Khê,P. An Tân,13.9690835955253,108.67546514536
Gia Lai,TX. An Khê,P. Ngô Mây,13.9792261253085,108.687060896918
Gia Lai,TX. An Khê,P. Tây Sơn,13.9527026062001,108.65661223235
Gia Lai,TX. An Khê,Song An,13.9675307369529,108.729786779506
Gia Lai,TX. An Khê,Thành An,14.0067706686564,108.653874443126
Gia Lai,TX. An Khê,Tú An,14.084874963225,108.676344289466
Gia Lai,TX. An Khê,Xuân An,14.0543239248712,108.697324649369
Gia Lai,TX. AYun Pa,Chư Băh,13.3801057876977,108.365763951512
Gia Lai,TX. AYun Pa,Ia RBol,13.3237125007283,108.401032129078
Gia Lai,TX. AYun Pa,Ia Rtô,13.341992099709,108.482301430705
Gia Lai,TX. AYun Pa,Ia Sao,13.2757817535847,108.441582388604
Gia Lai,TX. AYun Pa,P. Đoàn Kết,13.4239489722657,108.423778384716
Gia Lai,TX. AYun Pa,P. Hoà Bình,13.4109628311188,108.431426760955
Gia Lai,TX. AYun Pa,P. Sông Bờ,13.3948034413413,108.447269274476
Đắk Lắk,Buôn Đôn,Cuôr KNia,12.7891192965572,107.973221934776
Đắk Lắk,Buôn Đôn,Ea Bar,12.7604524615966,107.993708217858
Đắk Lắk,Buôn Đôn,Ea Huar,12.8836493577927,107.871736978161
Đắk Lắk,Buôn Đôn,Ea Nuôl,12.7176506447386,107.942020767569
Đắk Lắk,Buôn Đôn,Ea Wer,12.8364686223057,107.873618044191
Đắk Lắk,Buôn Đôn,Krông Na,12.9307641644916,107.679203773813
Đắk Lắk,Buôn Đôn,Tân Hoà,12.7813979760789,107.907164013045
Đắk Lắk,Buôn Ma Thuột,Cư ÊBur,12.717872365471,108.014483685806
Đắk Lắk,Buôn Ma Thuột,Ea Kao,12.5995544002441,108.051511298238
Đắk Lắk,Buôn Ma Thuột,Ea Tu,12.7141336115412,108.11184440792
Đắk Lắk,Buôn Ma Thuột,Hòa Khánh,12.5990854451019,107.998785200325
Đắk Lắk,Buôn Ma Thuột,Hòa Phú,12.6080089820893,107.935251982097
Đắk Lắk,Buôn Ma Thuột,Hòa Thắng,12.657650144098,108.10420606709
Đắk Lắk,Buôn Ma Thuột,Hòa Xuân,12.6575669673308,107.949144058479
Đắk Lắk,Buôn Ma Thuột,P. Khánh Xuân,12.6442077599046,107.995341647351
Đắk Lắk,Buôn Ma Thuột,P. Tân An,12.7150970442995,108.079473921126
Đắk Lắk,Buôn Ma Thuột,P. Tân Hòa,12.6857784319672,108.099063970315
Đắk Lắk,Buôn Ma Thuột,P. Tân Lập,12.6767222037845,108.072250380664
Đắk Lắk,Buôn Ma Thuột,P. Tân Lợi,12.7192106360058,108.059689083336
Đắk Lắk,Buôn Ma Thuột,P. Tân Thành,12.6666648178403,108.021332256822
Đắk Lắk,Buôn Ma Thuột,P. Tân Tiến,12.6761364396675,108.02847347378
Đắk Lắk,Buôn Ma Thuột,P. Thành Công,12.6874915598762,108.036398615178
Đắk Lắk,Buôn Ma Thuột,P. Thành Nhất,12.6816762199889,108.002783384284
Đắk Lắk,Buôn Ma Thuột,P. Thống Nhất,12.6823098641459,108.038430203579
Đắk Lắk,Cư Kuin,Cư Ê Wi,12.6173743470546,108.254852172544
Đắk Lắk,Cư Kuin,Dray Bhăng,12.5528169049047,108.131841554523
Đắk Lắk,Cư Kuin,Ea BHốk,12.5707600601123,108.188104221987
Đắk Lắk,Cư Kuin,Ea Hu,12.5741214633218,108.242061169639
Đắk Lắk,Cư Kuin,Ea Ktur,12.6333681731322,108.159034980218
Đắk Lắk,Cư Kuin,Ea Ning,12.6169433365279,108.20592004301
Đắk Lắk,Cư Kuin,Ea Tiêu,12.6021025549707,108.104398444974
Đắk Lắk,Cư Kuin,Hòa Hiệp,12.5268583863025,108.202126053948
Đắk Lắk,Cư M'Gar,Cư Dliê M'nông,12.9312222760858,108.160472633441
Đắk Lắk,Cư M'Gar,Cư M'gar,12.8429802986361,108.050872986373
Đắk Lắk,Cư M'Gar,Cuor Đăng,12.7468610452378,108.178741455085
Đắk Lắk,Cư M'Gar,Cư Suê,12.7652292036913,108.043358408997
Đắk Lắk,Cư M'Gar,Ea D'Rơng,12.7916332151979,108.164664560843
Đắk Lắk,Cư M'Gar,Ea H'đinh,12.8896726864281,108.046966902346
Đắk Lắk,Cư M'Gar,Ea Kiết,12.9662756811283,108.004202858119
Đắk Lắk,Cư M'Gar,Ea KPam,12.8715941852102,108.106028224682
Đắk Lắk,Cư M'Gar,Ea Kuêh,13.0141233234016,108.059293423087
Đắk Lắk,Cư M'Gar,Ea M'DRóh,12.9038971660693,107.972238174601
Đắk Lắk,Cư M'Gar,Ea M'nang,12.8168273763096,107.994232831077
Đắk Lắk,Cư M'Gar,Ea Tar,12.9357750411256,108.098738668651
Đắk Lắk,Cư M'Gar,Ea Tul,12.867887447177,108.171466579039
Đắk Lắk,Cư M'Gar,Quảng Hiệp,12.8483454099397,107.963899493617
Đắk Lắk,Cư M'Gar,Quảng Tiến,12.8173756692935,108.090477733658
Đắk Lắk,Cư M'Gar,TT. Ea Pốk,12.7882401141496,108.082796984787
Đắk Lắk,Cư M'Gar,TT. Quảng Phú,12.8245760069733,108.08537634491
Đắk Lắk,Ea H'Leo,Cư A Mung,13.184516093667,108.024900614509
Đắk Lắk,Ea H'Leo,Cư Mốt,13.2167859304756,108.106694395523
Đắk Lắk,Ea H'Leo,Dlêi Yang,13.1895378678703,108.261296524795
Đắk Lắk,Ea H'Leo,Ea Hiao,13.1832615648679,108.367281191986
Đắk Lắk,Ea H'Leo,Ea H'leo,13.3409003324355,108.094906290881
Đắk Lắk,Ea H'Leo,Ea Khal,13.1728425265925,108.145964161807
Đắk Lắk,Ea H'Leo,Ea Nam,13.1367085883077,108.195016975162
Đắk Lắk,Ea H'Leo,Ea Ral,13.255530953222,108.180257604804
Đắk Lắk,Ea H'Leo,Ea Sol,13.2850819542583,108.302772512403
Đắk Lắk,Ea H'Leo,Ea Tir,13.1059979641921,108.061165384757
Đắk Lắk,Ea H'Leo,Ea Wy,13.24361861307,108.046235201332
Đắk Lắk,Ea H'Leo,TT. Ea Drăng,13.2052570448529,108.20928950371
Đắk Lắk,Ea Kar,Cư Bông,12.6282796364406,108.616325756701
Đắk Lắk,Ea Kar,Cư ELang,12.6276278813115,108.535571780522
Đắk Lắk,Ea Kar,Cư Huê,12.8344891546361,108.407088886549
Đắk Lắk,Ea Kar,Cư Jang,12.6772556778171,108.646113408045
Đắk Lắk,Ea Kar,Cư Ni,12.7578848690935,108.501355309651
Đắk Lắk,Ea Kar,Cư Prông,12.7426555142785,108.631044172158
Đắk Lắk,Ea Kar,Ea Đar,12.8067491671355,108.496480803615
Đắk Lắk,Ea Kar,Ea Kmút,12.7575725061644,108.453403031007
Đắk Lắk,Ea Kar,Ea Ô,12.6928754550519,108.517072288419
Đắk Lắk,Ea Kar,Ea Păl,12.726015600965,108.564543230533
Đắk Lắk,Ea Kar,Ea Sar,12.8725358714375,108.499764654759
Đắk Lắk,Ea Kar,Ea Sô,12.9520819965786,108.58773123651
Đắk Lắk,Ea Kar,Ea Tih,12.8186121652433,108.575727779156
Đắk Lắk,Ea Kar,TT. Ea Kar,12.8319066950735,108.455314380859
Đắk Lắk,Ea Kar,TT. Ea Knốp,12.8074289186849,108.544586386114
Đắk Lắk,Ea Kar,Xuân Phú,12.8692981900333,108.453057919991
Đắk Lắk,Ea Súp,Cư KBang,13.1787004074987,107.916700979645
Đắk Lắk,Ea Súp,Cư M'Lan,13.0369819358105,107.874913283394
Đắk Lắk,Ea Súp,Ea Bung,13.114172627556,107.674561719282
Đắk Lắk,Ea Súp,Ea Lê,13.1190037153608,107.910889562009
Đắk Lắk,Ea Súp,Ea Rốki,13.2367486406259,107.904870856411
Đắk Lắk,Ea Súp,Ia JLơi,13.3149150394459,107.863588035388
Đắk Lắk,Ea Súp,Ia Lốp,13.3160650105695,107.729908424453
Đắk Lắk,Ea Súp,Ia RVê,13.2245381690096,107.649823813862
Đắk Lắk,Ea Súp,TT. Ea Súp,13.065453893513,107.889370306206
Đắk Lắk,Ea Súp,Ya Tờ Mốt,13.1683430715505,107.760501361743
Đắk Lắk,Krông Ana,Băng A Drênh,12.5006340124609,108.116586275308
Đắk Lắk,Krông Ana,Bình Hòa,12.433181215444,107.988168772264
Đắk Lắk,Krông Ana,Dray Sáp,12.5561447670469,107.958922025927
Đắk Lắk,Krông Ana,Dur KMăl,12.4566686130065,108.121890645614
Đắk Lắk,Krông Ana,Ea Bông,12.5321274678024,108.0610340322
Đắk Lắk,Krông Ana,Ea Na,12.5254020328119,107.986935864206
Đắk Lắk,Krông Ana,Quảng Điền,12.4337026848037,108.04045288441
Đắk Lắk,Krông Ana,TT. Buôn Trấp,12.4869615182503,108.035290357761
Đắk Lắk,Krông Bông,Cư Drăm,12.4861321427211,108.624285183754
Đắk Lắk,Krông Bông,Cư KTy,12.5636670289303,108.355206593602
Đắk Lắk,Krông Bông,Cư Pui,12.5434570409729,108.600375266106
Đắk Lắk,Krông Bông,Dang Kang,12.6060538108379,108.321344137078
Đắk Lắk,Krông Bông,Ea Trul,12.4962522382144,108.259024694623
Đắk Lắk,Krông Bông,Hòa Lễ,12.4775527612508,108.403228327593
Đắk Lắk,Krông Bông,Hòa Phong,12.5209714717187,108.478620473659
Đắk Lắk,Krông Bông,Hòa Sơn,12.4833002222922,108.303050202943
Đắk Lắk,Krông Bông,Hòa Tân,12.5435522179573,108.29010908248
Đắk Lắk,Krông Bông,Hòa Thành,12.5732232437224,108.288522734162
Đắk Lắk,Krông Bông,Khuê Ngọc Điền,12.4860573113948,108.350413381949
Đắk Lắk,Krông Bông,TT. Krông Kmar,12.5055947352636,108.334804102697
Đắk Lắk,Krông Bông,Yang Mao,12.3732228519423,108.574407345319
Đắk Lắk,Krông Bông,Yang Reh,12.4962128311903,108.212465954731
Đắk Lắk,Krông Búk,Chư KBô,13.0238521063431,108.245508290469
Đắk Lắk,Krông Búk,Cư Né,13.0818339897661,108.234746851307
Đắk Lắk,Krông Búk,Cư Pơng,13.0125163383339,108.149166266822
Đắk Lắk,Krông Búk,Ea Ngai,12.9484015575284,108.206107464209
Đắk Lắk,Krông Búk,Ea Sin,13.0803748492518,108.155132169655
Đắk Lắk,Krông Búk,Pơng Drang,12.9730113606936,108.240343403256
Đắk Lắk,Krông Búk,Tân Lập,12.9613161972247,108.278422117441
Đắk Lắk,Krông Năng,Cư Klông,13.0909939560662,108.451423035538
Đắk Lắk,Krông Năng,ĐLiê Ya,13.0934037172014,108.379256716991
Đắk Lắk,Krông Năng,Ea Dăh,12.920007198605,108.451706195628
Đắk Lắk,Krông Năng,Ea Hồ,12.9700151178696,108.30722836761
Đắk Lắk,Krông Năng,Ea Puk,12.9730151756381,108.454259052892
Đắk Lắk,Krông Năng,Ea Tam,13.0310092696533,108.442595739881
Đắk Lắk,Krông Năng,Ea Tân,13.110726699163,108.32170368007
Đắk Lắk,Krông Năng,Ea Tóh,13.0416583117018,108.315663848814
Đắk Lắk,Krông Năng,Phú Lộc,12.9915324393531,108.352024436041
Đắk Lắk,Krông Năng,Phú Xuân,12.8929609341693,108.384001315095
Đắk Lắk,Krông Năng,Tam Giang,12.9676502555557,108.399686738118
Đắk Lắk,Krông Năng,TT. Krông Năng,12.9447491576014,108.363238666867
Đắk Lắk,Krông Pắc,Ea Hiu,12.6796694633137,108.369370779433
Đắk Lắk,Krông Pắc,Ea Kênh,12.7034193244979,108.243406455082
Đắk Lắk,Krông Pắc,Ea Kly,12.7329662289463,108.423509282615
Đắk Lắk,Krông Pắc,Ea KNuec,12.6948353380879,108.217922208306
Đắk Lắk,Krông Pắc,Ea Kuăng,12.6908424992318,108.389855982648
Đắk Lắk,Krông Pắc,Ea Phê,12.7601492771943,108.346888369173
Đắk Lắk,Krông Pắc,Ea Uy,12.6290654082834,108.389308747436
Đắk Lắk,Krông Pắc,Ea Yiêng,12.5848892179685,108.388424107659
Đắk Lắk,Krông Pắc,Ea Yông,12.703813036453,108.282741880278
Đắk Lắk,Krông Pắc,Hòa An,12.7211137010217,108.331863547038
Đắk Lắk,Krông Pắc,Hòa Đông,12.6882200368112,108.175236504882
Đắk Lắk,Krông Pắc,Hòa Tiến,12.6649991223643,108.314482170625
Đắk Lắk,Krông Pắc,KRông Búk,12.7888355201639,108.3819835915
Đắk Lắk,Krông Pắc,Tân Tiến,12.6456448794487,108.33637381876
Đắk Lắk,Krông Pắc,TT. Phước An,12.7127343891885,108.308536394877
Đắk Lắk,Krông Pắc,Vụ Bổn,12.6243315195682,108.446306450315
Đắk Lắk,Lắk,Bông Krang,12.3661874733656,108.354715113336
Đắk Lắk,Lắk,Buôn Tría,12.3851574024052,108.110916689268
Đắk Lắk,Lắk,Buôn Triết,12.386780096502,108.05392679885
Đắk Lắk,Lắk,Đắk Liêng,12.4050332696387,108.157670919055
Đắk Lắk,Lắk,Đắk Nuê,12.3054765111297,108.152513610898
Đắk Lắk,Lắk,Đắk Phơi,12.3177474563665,108.246439768569
Đắk Lắk,Lắk,Ea R'Bin,12.3607935142199,107.966287037036
Đắk Lắk,Lắk,Krông Nô,12.2401258995916,108.255252437861
Đắk Lắk,Lắk,Nam Ka,12.311295602779,108.056054221862
Đắk Lắk,Lắk,TT. Liên Sơn,12.4093256154805,108.182535016999
Đắk Lắk,Lắk,Yang Tao,12.4465072610998,108.233645555881
